Gname,Site,Year,Season,Rep,Location,PH,Country,AMY,DTF,DTH,FTP,YLD
Salt123,RTRPRStn,2011,DS,R2,Calamba,84.9868389342,12.259378058,5.1045813691,4.7919078559,5.4563411382,4.5755190095,8.0203116481
Salt124,RTRPRStn,2011,DS,R2,Calamba,110.9865273328,12.0458386682,4.142785305,5.5662764721,3.3982356665,5.2238292026,8.2922675822
Salt125,RTRPRStn,2011,DS,R2,Calamba,112.6287351994,11.1097548277,5.3200631541,5.8798893292,6.1682659215,5.6607810365,7.6425088497
Salt126,RTRPRStn,2011,DS,R2,Calamba,96.1891824814,11.966443343,5.797045766,5.5072243129,7.2189616806,5.8808226984,8.4975461965
Salt127,RTRPRStn,2011,DS,R2,Calamba,106.0000381529,11.8003980839,5.449111416,4.763338574,4.7226829608,6.0544017304,8.700241318
Salt128,RTRPRStn,2011,DS,R2,Calamba,104.9146312656,12.2887056037,5.1456740724,4.2953359078,8.1278652678,5.9164504415,7.6904715476
Salt129,RTRPRStn,2011,DS,R2,Calamba,93.4484497764,12.7189207052,5.6162384549,4.4810088958,5.9983136771,5.7726217733,8.3673993017
Salt130,RTRPRStn,2011,DS,R2,Calamba,96.7210311695,12.0300040893,5.116248394,6.4123332246,4.0181066977,5.7199108385,5.6264984391
Salt131,RTRPRStn,2011,DS,R2,Calamba,95.3803994523,12.5656263874,4.5609700559,3.4709963237,3.672149733,4.369639367,10.2129586011
Salt132,RTRPRStn,2011,DS,R2,Calamba,103.8171673048,12.14225847,5.9872636152,5.5482530807,4.5397704323,3.7974536459,8.1045812024
Salt133,RTRPRStn,2011,DS,R2,Calamba,90.1821734442,11.727917653,5.9270223988,5.13623354,6.8032094805,4.3335558231,7.4886747612
Salt134,RTRPRStn,2011,DS,R2,Calamba,92.5745342099,11.2563307252,6.3357688002,4.7177360484,5.6917344014,3.5027067064,9.5950927433
Salt135,RTRPRStn,2011,DS,R2,Calamba,87.7217827682,13.190433313,6.8601976738,5.9901063175,4.7699322841,5.593345002,5.8602579948
Salt136,RTRPRStn,2011,DS,R2,Calamba,108.7358466462,11.1534328832,5.8022022383,6.0094385394,4.6618575457,4.2973764991,6.6710874472
Salt137,RTRPRStn,2011,DS,R2,Calamba,107.3537774522,10.3662847914,5.4605124643,5.5588841731,5.4314414114,4.7796659928,7.0850455563
Salt138,RTRPRStn,2011,DS,R2,Calamba,91.3191674679,12.313105257,4.8441725165,4.3581911367,5.2528506244,5.3483172794,8.0069660345
Salt139,RTRPRStn,2011,DS,R2,Calamba,100.9059212032,11.6444860306,5.8328610043,4.9295777791,6.1108129055,5.505575027,9.2482482114
Salt140,RTRPRStn,2011,DS,R2,Calamba,110.6745139508,12.9142768453,5.135631295,5.4251187827,5.5117420474,4.7146479806,7.6200160056
Salt141,RTRPRStn,2011,DS,R2,Calamba,117.6100630928,10.681353708,3.8978699867,6.1891962263,5.0373636788,7.2467873886,6.8460478602
Salt142,RTRPRStn,2011,DS,R2,Calamba,105.8242721717,12.3420475304,5.4308288251,4.7795418191,4.846276595,4.8091125641,5.8202921073
Salt143,RTRPRStn,2011,DS,R2,Calamba,107.5044201648,12.4998999716,5.1884376867,4.7883217502,4.3626079026,4.7907467569,8.158905141
Salt144,RTRPRStn,2011,DS,R2,Calamba,108.7508759326,11.783905756,4.2993580256,5.0482642461,5.100695139,5.3635244672,8.511034676
Salt145,RTRPRStn,2011,DS,R2,Calamba,103.7676959021,11.3125433004,4.561265176,3.2529081498,3.7968276959,6.6225630493,5.9000447874
Salt146,RTRPRStn,2011,DS,R2,Calamba,114.7139591069,12.3083893989,5.0464173541,6.8234556569,5.3005426226,6.4738303945,7.2761893384
Salt147,RTRPRStn,2011,DS,R2,Calamba,104.605245079,11.5846804021,4.6468458402,5.8422098057,5.0254251699,5.1602897777,7.9039312213
Salt148,RTRPRStn,2011,DS,R2,Calamba,87.8857872378,11.1547309805,5.2731479227,5.5044369756,5.5980567094,5.4843244582,6.2049227601
Salt149,RTRPRStn,2011,DS,R2,Calamba,116.2675756717,11.6690808297,3.7014225372,5.5691467384,5.1379654789,6.2338981812,8.1516348822
Salt150,RTRPRStn,2011,DS,R2,Calamba,82.359475829,11.7040618676,2.9493234271,5.3777576853,5.8699712467,5.1568014805,7.8005084629
Salt151,RTRPRStn,2011,DS,R2,Calamba,101.7753258225,12.4702213833,4.3327116833,4.9499142742,4.7482793789,3.7086321458,9.0574902457
Salt152,RTRPRStn,2011,DS,R2,Calamba,106.0544774559,11.8716796821,6.5093906089,5.4907106734,4.4939063701,5.7625577516,7.1020080002
Salt153,RTRPRStn,2011,DS,R2,Calamba,113.8530739621,12.6363143105,4.0835768033,3.1939369919,6.3126828141,4.8025950313,8.6999290541
Salt154,RTRPRStn,2011,DS,R2,Calamba,95.1493992411,11.7174864423,5.6035213647,3.3445259563,3.9006319239,5.8271962886,6.9021753336
Salt155,RTRPRStn,2011,DS,R2,Calamba,82.1178621245,12.9616150558,4.5883480459,4.29927899,5.1387291473,3.5909053682,6.52244319
Salt156,RTRPRStn,2011,DS,R2,Calamba,120.4218292436,12.5400194682,4.7759194786,3.9962135116,4.5419690526,4.8557633388,7.8895917135
Salt157,RTRPRStn,2011,DS,R2,Calamba,119.5512740526,12.2484858215,4.547862765,3.7777582289,5.0310868233,5.0712364922,9.4104018637
Salt158,RTRPRStn,2011,DS,R2,Calamba,88.7366478324,11.8244718389,4.8617839214,5.4252495811,4.2838910483,3.1949378887,9.2172706394
Salt159,RTRPRStn,2011,DS,R2,Calamba,106.0658184274,11.2075306521,3.8316133819,2.7143298844,4.2475031094,7.1086568729,6.5486455244
Salt160,RTRPRStn,2011,DS,R2,Calamba,103.3889916082,11.3106600365,5.742078058,5.9030757278,6.7211109145,4.8561829681,7.0192307717
Salt161,RTRPRStn,2011,DS,R2,Calamba,97.1277731217,11.7848232585,6.1900668715,8.1511345033,4.1103798267,4.9614063471,7.4747700102
Salt162,RTRPRStn,2011,DS,R2,Calamba,102.3652172188,11.516071532,5.071159775,4.9900184409,4.9330591121,4.0974687221,7.4876558875
Salt163,RTRPRStn,2011,DS,R2,Calamba,106.7517571379,10.2375985205,5.2649908581,3.7754752147,2.8378747398,5.3471483148,9.2368200101
Salt164,RTRPRStn,2011,DS,R2,Calamba,97.7504045768,12.7498863378,6.0159026261,5.659966637,2.731341452,7.1202048492,10.2737785475
Salt165,RTRPRStn,2011,DS,R2,Calamba,102.9816484101,12.534633341,6.3661499068,5.7082301593,3.3786304106,4.8551935473,7.2572934354
Salt166,RTRPRStn,2011,DS,R2,Calamba,101.8517949601,13.3604004678,7.3787897572,3.4715948536,4.5477044869,5.4423158117,7.2437689009
Salt167,RTRPRStn,2011,DS,R2,Calamba,105.3936411977,11.145989047,4.6912181193,5.2937342498,5.7346852606,5.0382542844,6.5107539506
Salt168,RTRPRStn,2011,DS,R2,Calamba,109.7716158071,11.4110541317,6.387545137,5.3860894773,3.446346486,4.9307319805,7.7585273584
Salt169,RTRPRStn,2011,DS,R2,Calamba,120.1372766864,13.5654425018,3.2176676071,5.156825884,5.3371840988,5.80025232,9.76108387
Salt170,RTRPRStn,2011,DS,R2,Calamba,96.3566336962,13.2689124109,6.4519510231,5.3877138393,4.1589735656,5.0234325814,8.8726163491
Salt171,RTRPRStn,2011,DS,R2,Calamba,87.8763523913,12.7007187043,4.1710413534,3.2436366249,5.9189956182,4.7729212826,9.6477474472
Salt172,RTRPRStn,2011,DS,R2,Calamba,89.8495214996,14.5134424289,5.5846357004,4.0662669095,4.8230501256,6.4262570788,5.6731988782
Salt173,RTRPRStn,2011,DS,R2,Calamba,100.3884194503,12.759870919,3.6374843004,5.7793708051,5.1588023019,5.2736663061,8.2717978434
Salt174,RTRPRStn,2011,DS,R2,Calamba,92.2287324425,11.789583183,5.0466499458,4.5597642593,2.4474636396,2.8209022159,6.2587143877
Salt175,RTRPRStn,2011,DS,R2,Calamba,107.856113105,11.5356777182,3.8798585117,4.698041027,4.0357264073,4.7539732299,7.6762332399
Salt176,RTRPRStn,2011,DS,R2,Calamba,94.6771840196,11.6197137581,3.9918847837,4.3491898523,6.2345088874,5.0742815193,8.1667793588
Salt177,RTRPRStn,2011,DS,R2,Calamba,86.4626253566,11.0765536743,6.5920239362,5.3809582211,5.6381972364,6.3278629229,9.0585225576
Salt178,RTRPRStn,2011,DS,R2,Calamba,85.5039949639,12.4843261948,3.6226724378,4.8397518682,3.8621133662,5.0108607775,8.7240539512
Salt179,RTRPRStn,2011,DS,R2,Calamba,89.3327630846,12.4276834649,3.9386853554,4.3460108732,5.2805380096,5.5687016746,7.925980062
Salt180,RTRPRStn,2011,DS,R2,Calamba,95.857142676,11.3380856171,5.0678887796,5.7797308598,4.5347211785,3.8106314705,8.1261507587
Salt181,RTRPRStn,2011,DS,R2,Calamba,119.4490567359,11.9084478752,5.0769196841,5.4291553344,6.7122334072,4.2872184943,9.0740091775
Salt182,RTRPRStn,2011,DS,R2,Calamba,110.354357486,10.6428189099,5.6820053713,3.5349590751,5.4575192268,4.2852139469,7.7849993708
Salt183,RTRPRStn,2011,DS,R2,Calamba,90.1792533561,11.7283309401,5.0316818933,6.1810593457,5.237448807,4.9416842831,7.8644999382
Salt184,RTRPRStn,2011,DS,R2,Calamba,96.6057142295,10.9155601102,5.5128305356,4.8188884062,5.1411943852,4.9238647675,8.4902631339
Salt185,RTRPRStn,2011,DS,R2,Calamba,92.6618463761,11.0927488415,5.2368431649,5.1177062492,4.5106588008,4.2117819771,7.0525779184
Salt186,RTRPRStn,2011,DS,R2,Calamba,108.25523551,12.1467874768,5.6753998553,4.3595488253,5.9423341831,4.1750235507,7.8784773259
Salt187,RTRPRStn,2011,DS,R2,Calamba,102.3295907618,11.8659314693,3.7895110299,5.3686323784,4.9357914115,5.7239049044,8.2412386394
Salt188,RTRPRStn,2011,DS,R2,Calamba,98.1734315423,13.4646903124,4.2861236609,5.7144884461,5.4893693285,6.476831399,7.3028076447
Salt189,RTRPRStn,2011,DS,R2,Calamba,90.5158192063,12.1569976043,4.660133448,4.5997095117,3.6570699695,4.3619233425,7.8039762426
Salt190,RTRPRStn,2011,DS,R2,Calamba,110.0917954176,11.4823234766,5.8723824762,5.1176074956,4.6272295313,5.7776921636,7.5584003432
Salt191,RTRPRStn,2011,DS,R2,Calamba,101.1052975971,10.5870823353,6.0858026889,5.5028645326,4.1479390783,5.5514334154,7.9139075784
Salt192,RTRPRStn,2011,DS,R2,Calamba,101.918261922,12.6894922226,6.5706535465,4.9980881862,4.3114261457,6.0006833804,7.4900848053
Salt193,RTRPRStn,2011,DS,R2,Calamba,93.1006472064,11.9031202967,3.747553116,6.6618827437,3.1374350841,5.697396977,7.43966111
Salt194,RTRPRStn,2011,DS,R2,Calamba,89.0120745422,12.7943887603,5.0539528031,4.1448747365,5.2861299203,5.7632830424,7.2237478008
Salt195,RTRPRStn,2011,DS,R2,Calamba,103.6868456448,12.5812977824,6.1703329414,4.2230392051,5.274611,4.2037005436,8.9471240227
Salt196,RTRPRStn,2011,DS,R2,Calamba,104.2615950405,13.0993340103,5.2551327,3.2354533933,4.2135427319,5.3794375422,8.1293488728
Salt197,RTRPRStn,2011,DS,R2,Calamba,105.0647726363,12.7912127437,5.4533383801,3.8137629252,4.7026619406,3.8746534657,8.7166269838
Salt198,RTRPRStn,2011,DS,R2,Calamba,97.439560628,11.3463642853,4.5331014762,4.3828327924,4.7037357104,4.7930861792,8.847074617
Salt199,RTRPRStn,2011,DS,R2,Calamba,89.8620881178,11.3370479915,4.7364276434,6.0834484089,6.7949547288,5.4628455969,7.4753328506
Salt200,RTRPRStn,2011,DS,R2,Calamba,100.6972171992,11.9706878688,3.5960031833,3.7512673701,4.4249559727,4.8734360791,8.5406774718
Salt001,IRRI,2011,WS,R2,Davao,95.7127993266,12.7800908648,6.8293288405,3.0520635879,6.2133087425,3.7038900464,8.0966670277
Salt002,IRRI,2011,WS,R2,Davao,111.3398802613,9.7163993057,4.4559743853,4.9623241492,4.7907202588,5.7477038145,6.4472117658
Salt003,IRRI,2011,WS,R2,Davao,96.9370572563,11.467096706,5.5924054332,4.3699312051,5.7423955671,4.6841044564,6.6864488605
Salt004,IRRI,2011,WS,R2,Davao,92.4944975688,10.9916671485,4.8994297304,4.7718948935,5.6691905587,4.1966407767,8.5484457427
Salt005,IRRI,2011,WS,R2,Davao,106.1978650488,11.4449295153,5.4436988273,5.6667412742,5.2064421777,5.4164388873,6.4727769363
Salt006,IRRI,2011,WS,R2,Davao,94.9500978219,12.1809712794,5.7894183364,5.5869031817,4.3800690167,3.6232379667,8.072616582
Salt007,IRRI,2011,WS,R2,Davao,119.8387037664,10.6450913101,5.7341514823,3.8203091449,4.605967256,6.098049563,8.3692850249
Salt008,IRRI,2011,WS,R2,Davao,102.2539964183,10.0567741021,6.9496876571,5.8098357956,5.7968725089,3.3538849538,8.6837254462
Salt009,IRRI,2011,WS,R2,Davao,109.969523943,12.3620959455,5.6344182926,4.5112440103,5.3782040197,4.6604996694,6.058877405
Salt010,IRRI,2011,WS,R2,Davao,105.5457930182,12.2849370603,3.7611708112,5.0924608757,5.8216435004,4.2977628195,9.8112745744
Salt011,IRRI,2011,WS,R2,Davao,80.404570958,11.1145759689,3.5741428874,3.738438451,4.8452113749,4.8070308016,7.7141448282
Salt012,IRRI,2011,WS,R2,Davao,95.4244699327,11.5988891377,5.4800660774,5.0956044023,3.9505504362,5.406325173,8.9642287409
Salt013,IRRI,2011,WS,R2,Davao,88.8551783362,11.7975889031,5.7507798567,4.5307777034,5.8886705248,4.8289492283,7.3477793046
Salt014,IRRI,2011,WS,R2,Davao,103.527184694,11.4894075196,4.2696717909,4.8577173316,4.0365324036,6.0877211885,7.0041149163
Salt015,IRRI,2011,WS,R2,Davao,85.1293166317,12.1229675674,4.4899325308,6.0351136121,3.2028070094,7.145632996,8.4287301368
Salt016,IRRI,2011,WS,R2,Davao,98.1012348953,11.8302759354,4.550305104,4.0333783269,5.4071878574,4.1178235105,6.2833368101
Salt017,IRRI,2011,WS,R2,Davao,99.4941049843,13.5038450083,6.1859201,5.323776717,5.5067872429,6.4529819199,10.7209795656
Salt018,IRRI,2011,WS,R2,Davao,91.1120216799,11.2010519577,6.9134095141,5.8116691173,3.6238053927,5.0908204061,6.9612949566
Salt019,IRRI,2011,WS,R2,Davao,94.7094123363,12.0688354146,4.7790698767,3.4443887186,5.0520552314,4.1572283543,7.8760316756
Salt020,IRRI,2011,WS,R2,Davao,92.0318805049,12.0330211563,4.5301575951,5.2908152432,5.0135395498,5.4641297848,7.1986928954
Salt021,IRRI,2011,WS,R2,Davao,102.6033940716,12.2667903249,6.0507503831,6.5653075876,5.3560104328,4.4225761869,8.4502089139
Salt022,IRRI,2011,WS,R2,Davao,95.1172679156,11.063550133,6.000776081,5.0238502224,7.3022590856,4.4067008302,6.9532168476
Salt023,IRRI,2011,WS,R2,Davao,103.9377236903,12.5703975666,5.1762781985,7.1648414958,4.8943763501,5.0496941043,6.5622160803
Salt024,IRRI,2011,WS,R2,Davao,96.3561246753,11.6547096621,3.7454759582,4.8403446451,4.9710248444,4.5046794679,8.0158011715
Salt025,IRRI,2011,WS,R2,Davao,111.7340224621,12.6074936421,4.9117701038,4.1949190774,5.6987819273,5.0067786628,7.7300373394
Salt026,IRRI,2011,WS,R2,Davao,109.7609960906,12.8536119301,3.4932958769,6.1908733351,5.3496214763,3.4606421099,8.6835142355
Salt027,IRRI,2011,WS,R2,Davao,94.9805290353,10.5348956461,4.7913935877,5.8392179023,3.0964208324,4.8796255344,8.9147303233
Salt028,IRRI,2011,WS,R2,Davao,99.3072610175,13.0752931436,4.9715234188,3.7862241337,4.5480904802,4.5147097558,9.4150015797
Salt029,IRRI,2011,WS,R2,Davao,110.1411956599,12.1364607818,5.7733992859,6.1933924695,4.5002094433,3.4982015427,8.2381789255
Salt030,IRRI,2011,WS,R2,Davao,105.0115693062,12.4635807224,4.5267912536,6.8828167419,5.2971391945,5.660054426,8.5877367872
Salt031,IRRI,2011,WS,R2,Davao,115.2968062301,13.9457163093,5.4195694179,4.9497350606,6.5011767243,6.6190306383,8.1277362941
Salt032,IRRI,2011,WS,R2,Davao,101.1152044554,13.031089443,5.4477325368,4.4608350351,3.1932924007,3.5779291129,7.6129369006
Salt033,IRRI,2011,WS,R2,Davao,90.5111576169,11.8395724633,5.163233575,4.4038407053,5.0907192359,5.0626539672,8.0917335448
Salt034,IRRI,2011,WS,R2,Davao,93.6305240289,11.166417173,5.7433506917,5.2403435136,6.3591813735,4.591556999,8.0663834109
Salt035,IRRI,2011,WS,R2,Davao,94.9714279275,12.1306564465,4.4294525974,5.3671328051,4.3787592432,3.5847942632,8.8297858243
Salt036,IRRI,2011,WS,R2,Davao,101.5484887256,12.4174830255,3.9859733236,4.157888637,5.0146713613,5.2291995763,8.6473379157
Salt037,IRRI,2011,WS,R2,Davao,100.5081392792,10.3164802255,4.5234015488,3.7452995067,4.4366681723,3.8465639328,6.7551860117
Salt038,IRRI,2011,WS,R2,Davao,109.7065923409,11.9294531018,3.8178717034,4.4351930641,4.7796644821,4.9852947023,6.8285239842
Salt039,IRRI,2011,WS,R2,Davao,109.6702436142,12.3659918137,4.5619901265,4.3824188583,6.8889296164,4.4039439076,8.8786894106
Salt040,IRRI,2011,WS,R2,Davao,109.0369005702,13.778751668,4.0997719206,5.4651117471,4.4628300755,7.5798161831,7.233669883
Salt041,IRRI,2011,WS,R2,Davao,93.8721817504,11.9200582278,4.2122262162,6.023082965,5.328067374,3.8977693512,8.6362090104
Salt042,IRRI,2011,WS,R2,Davao,90.8893301942,10.177919538,6.0092340886,6.2955939878,5.6256041614,3.7460994669,8.4191160979
Salt043,IRRI,2011,WS,R2,Davao,117.1428627804,9.6578743493,5.4825807228,4.5208854398,5.3745125531,5.4101902021,9.0024895656
Salt044,IRRI,2011,WS,R2,Davao,114.1571711336,11.0873115145,3.414154662,4.8824643079,6.5781462553,5.6122544619,6.9773709059
Salt045,IRRI,2011,WS,R2,Davao,96.0910065314,13.5430246207,4.575661782,4.6940391587,5.338605562,5.0516623937,8.2846161707
Salt046,IRRI,2011,WS,R2,Davao,99.9121930449,11.81446222,3.8805551724,3.399470147,4.1632526474,5.6729046283,6.0405997768
Salt047,IRRI,2011,WS,R2,Davao,98.7012801966,11.0259185413,4.2862346749,4.5497961584,4.9750462532,7.0060319685,8.3585722856
Salt048,IRRI,2011,WS,R2,Davao,102.7351324319,12.2697452628,2.7645300779,5.7159262145,5.1850401154,6.9444315198,8.6552336489
Salt049,IRRI,2011,WS,R2,Davao,96.140729005,14.1637378412,6.0171737893,4.6556045663,5.1297391937,4.5641142523,8.6823081757
Salt050,IRRI,2011,WS,R2,Davao,111.0085707823,13.1164309202,6.4584692518,4.7488464416,5.0975761803,6.4940441773,8.7923041648
Salt051,IRRI,2011,WS,R2,Davao,93.2742242566,12.7412403493,3.8745304834,6.0136057122,5.6848499834,5.510177663,7.7671349806
Salt052,IRRI,2011,WS,R2,Davao,107.856361966,13.3296462255,5.6739196285,5.9156332117,5.8184182283,7.0787526093,6.8320976495
Salt053,IRRI,2011,WS,R2,Davao,91.3367871411,13.4448543749,6.2114587023,3.2900538081,4.5420066638,5.3206354142,8.4608298862
Salt054,IRRI,2011,WS,R2,Davao,102.3180173998,11.7918071265,3.795238369,5.0217793434,3.7654389915,4.4610264306,9.2925729184
Salt055,IRRI,2011,WS,R2,Davao,94.1121457001,14.3226395358,4.441621108,3.7008724222,3.779226091,5.5781717539,7.2518721753
Salt056,IRRI,2011,WS,R2,Davao,111.3869696571,11.4428456603,4.3959719143,3.8117218444,5.1582429091,7.0024634154,8.2166651433
Salt057,IRRI,2011,WS,R2,Davao,100.234137591,13.4647103261,5.0862364892,4.8828294064,6.3630916805,3.7689461705,8.0823627622
Salt058,IRRI,2011,WS,R2,Davao,109.8889036959,13.0821496355,3.9513547784,4.2987759763,5.4206897499,5.498738624,7.4585719057
Salt059,IRRI,2011,WS,R2,Davao,83.3401995815,11.9221441101,4.4721125987,5.9925766675,5.0880469322,5.5955172797,7.8545362126
Salt060,IRRI,2011,WS,R2,Davao,109.1138915218,10.2268286583,4.5218528164,5.3552699904,6.1384526428,5.2312804631,8.6702305051
Salt061,IRRI,2011,WS,R2,Davao,91.4876046525,10.6448014776,4.3754623654,3.4619658382,5.7739135724,2.9115010728,8.7251604003
Salt062,IRRI,2011,WS,R2,Davao,108.8155548289,13.2075511828,3.675433174,1.7568414812,4.2907989001,6.1272904045,7.9255473806
Salt063,IRRI,2011,WS,R2,Davao,88.6132095927,13.0137768134,4.9348619793,4.6777939279,4.8214300393,4.7048230342,9.3773684351
Salt064,IRRI,2011,WS,R2,Davao,116.1570752273,11.8820591251,6.2595156995,4.8955113389,5.7566412135,5.3659070844,8.2362714059
Salt065,IRRI,2011,WS,R2,Davao,88.5052265583,13.0228610558,4.8426373905,2.5024174715,4.7281946908,3.2835897048,9.6502140109
Salt066,IRRI,2011,WS,R2,Davao,113.6480238432,12.5954652686,4.5034430109,4.5901778297,4.1080589783,4.7231633476,8.6616752247
Salt067,IRRI,2011,WS,R2,Davao,92.3128396814,12.797352215,4.8986988536,3.6305408355,5.4653882494,2.8801913611,7.9494868645
Salt068,IRRI,2011,WS,R2,Davao,107.7704027774,11.9319726418,4.3920437092,4.9264784159,4.9515903514,6.4673965127,8.6268780117
Salt069,IRRI,2011,WS,R2,Davao,119.7765394737,12.357008519,4.2781322441,4.6662248576,5.8853148991,3.6203736341,8.8080944585
Salt070,IRRI,2011,WS,R2,Davao,109.1348703501,12.1609789438,6.2720224995,3.2529901553,4.508394505,4.6602767361,8.3020590941
Salt071,IRRI,2011,WS,R2,Davao,97.9410941923,10.2999232472,3.7492081098,5.8913858375,5.7524228925,4.7559976028,10.0345636691
Salt072,IRRI,2011,WS,R2,Davao,109.3038153502,12.0403264012,3.745550094,5.3116579748,5.7121351232,3.4784074477,7.8255012261
Salt073,IRRI,2011,WS,R2,Davao,111.5470260306,11.8423054036,6.4631419608,4.4356678781,5.3732589334,4.6695903092,7.1688053951
Salt074,IRRI,2011,WS,R2,Davao,106.5171522605,11.696904514,5.477634933,4.0162704451,5.2942006544,6.4443717781,8.3120013081
Salt075,IRRI,2011,WS,R2,Davao,106.0415220667,10.6791056979,5.2333922958,4.7958534315,5.4349494712,3.2839931948,8.5884652005
Salt076,IRRI,2011,WS,R2,Davao,112.8405922833,11.8807898609,5.7190139695,3.8934939566,6.0067347649,2.9357021753,8.3729988141
Salt077,IRRI,2011,WS,R2,Davao,110.0063526242,9.1457676886,4.9036601463,2.9023804041,6.4471822197,5.4060971393,9.3441279621
Salt078,IRRI,2011,WS,R2,Davao,93.9544091153,11.9474779316,3.8122836017,1.6076007381,4.5372541386,5.0943812527,7.9301863511
Salt079,IRRI,2011,WS,R2,Davao,78.1983689081,13.7283245669,4.6963071772,5.3810719337,4.9360652424,3.5426183575,9.6366965197
Salt080,IRRI,2011,WS,R2,Davao,86.466571555,11.7572548201,5.407622951,6.2758727632,5.9990932088,5.9962539836,6.6880634629
Salt081,IRRI,2011,WS,R2,Davao,83.7708199185,13.1483178217,5.8406364173,6.1466326949,6.8680814491,4.8446860436,6.9436038411
Salt082,IRRI,2011,WS,R2,Davao,119.1748661796,11.1443474908,4.7072840926,4.745402861,5.1665486978,3.878987172,9.3757903833
Salt083,IRRI,2011,WS,R2,Davao,90.0884137978,10.1962710048,4.7442165504,4.8735182921,3.6124645002,6.5206371257,6.0103607582
Salt084,IRRI,2011,WS,R2,Davao,105.5680079275,12.2327203275,3.9201697123,6.3682251306,4.5685452989,4.3723947306,7.7073022477
Salt085,IRRI,2011,WS,R2,Davao,93.2717190077,10.3524920499,6.0815128261,5.6539998295,5.004965293,4.7069371426,9.2743816351
Salt086,IRRI,2011,WS,R2,Davao,87.1270758134,12.2233027994,3.9199029681,3.7930059728,5.4269624455,4.8834134252,9.8306387214
Salt087,IRRI,2011,WS,R2,Davao,95.1425717832,13.5997081064,5.0420877027,4.8089718618,3.4402538504,4.6525864341,6.4910653734
Salt088,IRRI,2011,WS,R2,Davao,101.4093199715,11.1652435244,3.4816150776,4.8823660089,5.3908747759,3.8035916341,8.8604825888
Salt089,IRRI,2011,WS,R2,Davao,113.9664418451,10.2635422078,5.6190149642,5.4190439429,4.4447426508,5.7793549917,9.8054984848
Salt090,IRRI,2011,WS,R2,Davao,85.2490283039,12.0209944834,4.1137027565,3.713511369,4.4472357524,4.8637862601,7.7887082194
Salt091,IRRI,2011,WS,R2,Davao,115.7086233051,12.0450101585,4.2119367367,3.9031988411,4.653874695,5.4189566402,8.9417208051
Salt092,IRRI,2011,WS,R2,Davao,88.1038782345,12.9723343907,4.6148612197,3.3245459812,4.3407993244,5.4363656058,7.1877682889
Salt093,IRRI,2011,WS,R2,Davao,104.5026882179,13.3867462016,5.320341595,3.8749642577,3.7327105944,5.4057104907,6.9703959644
Salt094,IRRI,2011,WS,R2,Davao,108.8259841808,13.4071456124,4.9914783409,3.4074553768,7.0518873573,6.652003732,8.4295193247
Salt095,IRRI,2011,WS,R2,Davao,103.4236256151,12.5741295026,5.2200400855,6.6719085522,4.7443104538,3.9340610101,7.9889551534
Salt096,IRRI,2011,WS,R2,Davao,94.9919424509,11.0840966069,5.2012488745,4.6284846258,5.2451404889,4.1090234227,6.2803884145
Salt097,IRRI,2011,WS,R2,Davao,108.2235907274,12.6704131886,2.438022396,6.8392966616,7.3643468125,5.296335132,9.046658207
Salt098,IRRI,2011,WS,R2,Davao,81.3458577171,13.9046512022,5.1100105385,5.40491806,4.8570350787,6.1429788237,9.0602843019
Salt099,IRRI,2011,WS,R2,Davao,98.1752889388,14.2532869172,3.7016526602,4.276342523,5.7007984944,6.5023137226,6.3007798318
Salt100,IRRI,2011,WS,R2,Davao,102.5357371431,11.9318474905,5.4931051439,5.5336283226,4.358457873,3.4766299002,7.3249162961
Salt101,IRRI,2011,WS,R2,Davao,78.6292699471,13.3126205581,4.4514382358,5.4526228315,5.8604438931,6.3681828586,6.3548796135
Salt102,IRRI,2011,WS,R2,Davao,97.1129834266,11.6247411488,6.5852253537,5.0113328991,4.8288911053,7.3717553306,6.9856745727
Salt103,IRRI,2011,WS,R2,Davao,94.4771946813,10.4748737816,6.1657027317,4.4648079971,4.1891934371,5.4794929712,7.5742721171
Salt104,IRRI,2011,WS,R2,Davao,95.8120272279,11.7750177524,4.7918897341,4.3994861792,5.8007237737,4.5623171578,9.1237280666
Salt105,IRRI,2011,WS,R2,Davao,109.2883693826,9.1822661872,5.5218716838,3.1319369264,5.6866629999,5.9023982158,8.4155792373
Salt106,IRRI,2011,WS,R2,Davao,119.7464686077,11.6024579412,4.961326398,4.7128996334,5.2783534507,5.4869948295,7.4281838539
Salt107,IRRI,2011,WS,R2,Davao,96.5190436615,11.4783099862,3.7686233825,6.1346363812,3.3803985997,7.340653657,7.6255283251
Salt108,IRRI,2011,WS,R2,Davao,111.0104368633,12.7603407653,5.3894610573,5.2936626622,4.550364725,3.6660649832,7.681416476
Salt109,IRRI,2011,WS,R2,Davao,92.8058167378,12.812662967,4.7136295914,3.9913117325,7.0867985406,4.4204641693,9.1254913332
Salt110,IRRI,2011,WS,R2,Davao,103.4938880531,11.9552681896,4.0346652926,5.3088282425,5.7969550137,5.5934542455,8.8215981299
Salt111,IRRI,2011,WS,R2,Davao,89.2573923983,12.0797720398,4.8572106437,4.944690711,5.1319483392,4.4420249832,10.0789288508
Salt112,IRRI,2011,WS,R2,Davao,104.7643939569,10.3031313485,6.0060901211,5.3733441684,4.7648281415,3.14100854,7.3675147013
Salt113,IRRI,2011,WS,R2,Davao,88.0762368236,11.4527903229,6.1561209824,3.7657044612,5.7305499132,4.7733194374,8.749747605
