Gname,Site,Year,Season,Rep,DFL,PH,TN,BLAST,BLS,BLB,TUNGRO,YLD
Salt164,IRRI,2012,DS,R1,108.5977488943,92.6301709187,12.0284327779,5.6948952298,4.2606009326,4.3313262575,4.4481923799,8.547943451
Salt165,IRRI,2012,DS,R1,95.0370577851,104.0808710752,11.0466980222,4.9574564218,5.1584535454,4.064058552,5.5100710763,8.3030889075
Salt166,IRRI,2012,DS,R1,113.2529602131,104.2767227029,10.7062012453,5.5846231837,4.4210083381,3.5465926097,6.381440335,8.628535137
Salt167,IRRI,2012,DS,R1,102.7602792359,87.3256960749,13.163287109,4.2598176194,4.2625002428,5.4602085753,4.7645022265,8.7932160055
Salt168,IRRI,2012,DS,R1,121.1345719278,91.5927787616,10.541195811,5.2193777977,4.9164337209,7.0556176661,5.6816814708,6.0595215715
Salt169,IRRI,2012,DS,R1,102.5715579541,107.9395986494,12.4148688273,6.5445897323,3.954755803,4.1952163176,5.9416692089,7.8446967006
Salt170,IRRI,2012,DS,R1,88.6544220496,89.8532930161,13.7191442818,6.503752998,6.7365535791,4.2814023912,3.5066897969,7.5457036999
Salt171,IRRI,2012,DS,R1,100.4060183413,81.8284511141,11.2005592903,5.7693308594,3.6644800326,4.4648813193,4.4361081782,8.8289884235
Salt172,IRRI,2012,DS,R1,87.3844465805,90.5528992528,13.3920594406,4.0033094108,3.5535481695,4.0155403266,3.498944635,7.9659217235
Salt173,IRRI,2012,DS,R1,97.9260926099,94.2406395415,11.9309077113,4.9127032316,3.9583748906,5.8200251584,4.8471597574,9.681173105
Salt174,IRRI,2012,DS,R1,102.3628312171,101.3894440025,11.7503762989,4.4992647016,5.4580726254,6.4595254732,4.4216962131,8.4212411706
Salt175,IRRI,2012,DS,R1,107.9978541413,88.3959970728,14.981707747,3.5945452821,5.8216256624,5.3674543849,5.3988584278,7.7554941797
Salt176,IRRI,2012,DS,R1,119.2705338168,103.5617250661,10.864467084,4.7675081542,5.9149133632,3.933077235,6.7322237748,8.8468936938
Salt177,IRRI,2012,DS,R1,103.300713303,114.9083549895,11.8430269211,5.3151540267,5.0658231718,4.3125347511,5.1197741671,9.0087009954
Salt178,IRRI,2012,DS,R1,88.9665183145,95.5076560478,12.7586205181,6.5141196953,4.2416571408,5.8247718675,4.9760692817,8.2304122768
Salt179,IRRI,2012,DS,R1,97.5666428183,89.2911073685,12.3498445978,5.3646113683,6.1314669359,5.4266312281,5.3598768796,8.5149660291
Salt180,IRRI,2012,DS,R1,93.3379648764,84.1468287428,12.113215382,5.3375452827,5.3450567811,5.514940336,4.4170484369,6.9935460844
Salt181,IRRI,2012,DS,R1,106.1125561782,97.326992204,13.4452695018,4.9416068676,4.5489994539,4.3095953164,5.227470893,6.664079501
Salt182,IRRI,2012,DS,R1,104.249119807,100.1816735135,12.6435741409,5.1755369612,3.1061861224,4.6399469239,5.1938053563,8.2849857953
Salt183,IRRI,2012,DS,R1,102.0259459031,102.5179110896,11.6985988965,4.7287311384,4.4580197749,4.6132285474,3.7112461848,8.1027798715
Salt184,IRRI,2012,DS,R1,98.7465480024,94.0451688043,12.5674333631,4.3722009478,4.6228356703,5.1572393177,5.292268182,6.606070514
Salt185,IRRI,2012,DS,R1,92.1368845343,92.3881100957,11.8591007678,3.4750393151,3.6378157382,5.7283369728,5.8663694704,7.6154877912
Salt186,IRRI,2012,DS,R1,110.2538520098,106.08561306,10.152603751,3.180411522,6.2436426782,4.4330184376,5.1067602224,6.8209653553
Salt187,IRRI,2012,DS,R1,110.0137815828,94.9323564501,12.8803688195,5.2055413312,5.2587387392,4.5096205794,3.5228535752,8.3619192648
Salt188,IRRI,2012,DS,R1,93.3843893582,102.8744732399,11.6417276327,4.1939561959,3.4435621044,5.086131522,4.550347998,9.4048071136
Salt189,IRRI,2012,DS,R1,98.5926090129,101.2198916878,13.0263304323,4.9089891749,3.1776733931,5.0991065322,3.7681644548,7.03697691
Salt190,IRRI,2012,DS,R1,99.1960843061,117.2891260517,12.9391478921,5.9124031073,3.5151139456,4.1146735501,6.4008936393,7.4371725426
Salt191,IRRI,2012,DS,R1,92.7762616288,117.0091257417,13.081368544,3.750482234,5.6940978329,4.3243893901,5.725047275,6.515237166
Salt192,IRRI,2012,DS,R1,94.7587873545,94.0302709974,13.4024434873,4.251229958,6.3265995818,5.9307618711,5.8305567277,7.9432507095
Salt193,IRRI,2012,DS,R1,91.0544586309,104.2662711965,12.0379814445,4.0710951349,3.8634392835,4.4340838047,4.5087124289,7.9362269522
Salt194,IRRI,2012,DS,R1,97.75660484,72.9502784552,10.5426494071,5.8511209196,5.4286108675,3.460516922,6.8318522634,8.1380681799
Salt195,IRRI,2012,DS,R1,104.1812624605,99.2518552937,13.2338486127,5.755583752,4.9944190403,4.4702097262,3.7804875081,7.9035574601
Salt196,IRRI,2012,DS,R1,90.7124002193,99.6189710425,12.491096884,5.9401828102,5.9597942938,4.8617245298,4.8982392419,7.1666359008
Salt197,IRRI,2012,DS,R1,105.5249929034,97.1491976775,11.1320834203,4.639331728,5.7287911755,6.9069757424,6.5268651325,6.620194023
Salt198,IRRI,2012,DS,R1,113.2299863751,113.9034556238,11.8645951286,4.307946179,4.2410242624,3.4475600588,6.2088559589,8.6450200285
Salt199,IRRI,2012,DS,R1,84.7746135517,105.1940880913,10.5054697693,5.4477284135,5.5989304134,5.6147264366,6.6655834429,9.2274507673
Salt200,IRRI,2012,DS,R1,92.4465195871,93.3313613123,13.2659655076,6.5067269165,5.1767975655,4.7562920881,3.550499233,8.6853674935
Salt001,IRRI,2012,DS,R2,86.2354932899,95.7127993266,12.7800908648,6.8293288405,3.0520635879,6.2133087425,3.7038900464,8.0966670277
Salt002,IRRI,2012,DS,R2,106.4418431951,111.3398802613,9.7163993057,4.4559743853,4.9623241492,4.7907202588,5.7477038145,6.4472117658
Salt003,IRRI,2012,DS,R2,114.5113892528,96.9370572563,11.467096706,5.5924054332,4.3699312051,5.7423955671,4.6841044564,6.6864488605
Salt004,IRRI,2012,DS,R2,96.0229095477,92.4944975688,10.9916671485,4.8994297304,4.7718948935,5.6691905587,4.1966407767,8.5484457427
Salt005,IRRI,2012,DS,R2,98.9176700634,106.1978650488,11.4449295153,5.4436988273,5.6667412742,5.2064421777,5.4164388873,6.4727769363
Salt006,IRRI,2012,DS,R2,108.3927593082,94.9500978219,12.1809712794,5.7894183364,5.5869031817,4.3800690167,3.6232379667,8.072616582
Salt007,IRRI,2012,DS,R2,91.6407367085,119.8387037664,10.6450913101,5.7341514823,3.8203091449,4.605967256,6.098049563,8.3692850249
Salt008,IRRI,2012,DS,R2,94.6162864826,102.2539964183,10.0567741021,6.9496876571,5.8098357956,5.7968725089,3.3538849538,8.6837254462
Salt009,IRRI,2012,DS,R2,102.2936288638,109.969523943,12.3620959455,5.6344182926,4.5112440103,5.3782040197,4.6604996694,6.058877405
Salt010,IRRI,2012,DS,R2,104.5487610322,105.5457930182,12.2849370603,3.7611708112,5.0924608757,5.8216435004,4.2977628195,9.8112745744
Salt011,IRRI,2012,DS,R2,106.5975047822,80.404570958,11.1145759689,3.5741428874,3.738438451,4.8452113749,4.8070308016,7.7141448282
Salt012,IRRI,2012,DS,R2,121.8545786209,95.4244699327,11.5988891377,5.4800660774,5.0956044023,3.9505504362,5.406325173,8.9642287409
Salt013,IRRI,2012,DS,R2,105.8724688061,88.8551783362,11.7975889031,5.7507798567,4.5307777034,5.8886705248,4.8289492283,7.3477793046
Salt014,IRRI,2012,DS,R2,92.6232709939,103.527184694,11.4894075196,4.2696717909,4.8577173316,4.0365324036,6.0877211885,7.0041149163
Salt015,IRRI,2012,DS,R2,93.408028166,85.1293166317,12.1229675674,4.4899325308,6.0351136121,3.2028070094,7.145632996,8.4287301368
Salt016,IRRI,2012,DS,R2,93.5422627077,98.1012348953,11.8302759354,4.550305104,4.0333783269,5.4071878574,4.1178235105,6.2833368101
Salt017,IRRI,2012,DS,R2,99.4522756956,99.4941049843,13.5038450083,6.1859201,5.323776717,5.5067872429,6.4529819199,10.7209795656
Salt018,IRRI,2012,DS,R2,98.2709110638,91.1120216799,11.2010519577,6.9134095141,5.8116691173,3.6238053927,5.0908204061,6.9612949566
Salt019,IRRI,2012,DS,R2,110.340653023,94.7094123363,12.0688354146,4.7790698767,3.4443887186,5.0520552314,4.1572283543,7.8760316756
Salt020,IRRI,2012,DS,R2,101.5329347393,92.0318805049,12.0330211563,4.5301575951,5.2908152432,5.0135395498,5.4641297848,7.1986928954
Salt021,IRRI,2012,DS,R2,102.4244576357,102.6033940716,12.2667903249,6.0507503831,6.5653075876,5.3560104328,4.4225761869,8.4502089139
Salt022,IRRI,2012,DS,R2,96.0767388243,95.1172679156,11.063550133,6.000776081,5.0238502224,7.3022590856,4.4067008302,6.9532168476
Salt023,IRRI,2012,DS,R2,102.4919100915,103.9377236903,12.5703975666,5.1762781985,7.1648414958,4.8943763501,5.0496941043,6.5622160803
Salt024,IRRI,2012,DS,R2,87.7505009267,96.3561246753,11.6547096621,3.7454759582,4.8403446451,4.9710248444,4.5046794679,8.0158011715
Salt025,IRRI,2012,DS,R2,86.3056999352,111.7340224621,12.6074936421,4.9117701038,4.1949190774,5.6987819273,5.0067786628,7.7300373394
Salt026,IRRI,2012,DS,R2,81.1534989291,109.7609960906,12.8536119301,3.4932958769,6.1908733351,5.3496214763,3.4606421099,8.6835142355
Salt027,IRRI,2012,DS,R2,103.4236168458,94.9805290353,10.5348956461,4.7913935877,5.8392179023,3.0964208324,4.8796255344,8.9147303233
Salt028,IRRI,2012,DS,R2,103.7407307386,99.3072610175,13.0752931436,4.9715234188,3.7862241337,4.5480904802,4.5147097558,9.4150015797
Salt029,IRRI,2012,DS,R2,112.0648700812,110.1411956599,12.1364607818,5.7733992859,6.1933924695,4.5002094433,3.4982015427,8.2381789255
Salt030,IRRI,2012,DS,R2,83.5798237138,105.0115693062,12.4635807224,4.5267912536,6.8828167419,5.2971391945,5.660054426,8.5877367872
Salt031,IRRI,2012,DS,R2,106.6074282542,115.2968062301,13.9457163093,5.4195694179,4.9497350606,6.5011767243,6.6190306383,8.1277362941
Salt032,IRRI,2012,DS,R2,101.1396968509,101.1152044554,13.031089443,5.4477325368,4.4608350351,3.1932924007,3.5779291129,7.6129369006
Salt033,IRRI,2012,DS,R2,88.2095895115,90.5111576169,11.8395724633,5.163233575,4.4038407053,5.0907192359,5.0626539672,8.0917335448
Salt034,IRRI,2012,DS,R2,88.988544379,93.6305240289,11.166417173,5.7433506917,5.2403435136,6.3591813735,4.591556999,8.0663834109
Salt035,IRRI,2012,DS,R2,90.0087793121,94.9714279275,12.1306564465,4.4294525974,5.3671328051,4.3787592432,3.5847942632,8.8297858243
Salt036,IRRI,2012,DS,R2,81.9631440071,101.5484887256,12.4174830255,3.9859733236,4.157888637,5.0146713613,5.2291995763,8.6473379157
Salt037,IRRI,2012,DS,R2,96.2817970226,100.5081392792,10.3164802255,4.5234015488,3.7452995067,4.4366681723,3.8465639328,6.7551860117
Salt038,IRRI,2012,DS,R2,112.5477550308,109.7065923409,11.9294531018,3.8178717034,4.4351930641,4.7796644821,4.9852947023,6.8285239842
Salt039,IRRI,2012,DS,R2,106.9889999009,109.6702436142,12.3659918137,4.5619901265,4.3824188583,6.8889296164,4.4039439076,8.8786894106
Salt040,IRRI,2012,DS,R2,101.0579144581,109.0369005702,13.778751668,4.0997719206,5.4651117471,4.4628300755,7.5798161831,7.233669883
Salt041,IRRI,2012,DS,R2,96.9456204605,93.8721817504,11.9200582278,4.2122262162,6.023082965,5.328067374,3.8977693512,8.6362090104
Salt042,IRRI,2012,DS,R2,106.961737057,90.8893301942,10.177919538,6.0092340886,6.2955939878,5.6256041614,3.7460994669,8.4191160979
Salt043,IRRI,2012,DS,R2,94.1031177705,117.1428627804,9.6578743493,5.4825807228,4.5208854398,5.3745125531,5.4101902021,9.0024895656
Salt044,IRRI,2012,DS,R2,82.3440237945,114.1571711336,11.0873115145,3.414154662,4.8824643079,6.5781462553,5.6122544619,6.9773709059
Salt045,IRRI,2012,DS,R2,88.4163492936,96.0910065314,13.5430246207,4.575661782,4.6940391587,5.338605562,5.0516623937,8.2846161707
Salt046,IRRI,2012,DS,R2,115.9112116651,99.9121930449,11.81446222,3.8805551724,3.399470147,4.1632526474,5.6729046283,6.0405997768
Salt047,IRRI,2012,DS,R2,107.1543450544,98.7012801966,11.0259185413,4.2862346749,4.5497961584,4.9750462532,7.0060319685,8.3585722856
Salt048,IRRI,2012,DS,R2,92.768107806,102.7351324319,12.2697452628,2.7645300779,5.7159262145,5.1850401154,6.9444315198,8.6552336489
Salt049,IRRI,2012,DS,R2,90.4367488352,96.140729005,14.1637378412,6.0171737893,4.6556045663,5.1297391937,4.5641142523,8.6823081757
Salt050,IRRI,2012,DS,R2,96.07702761,111.0085707823,13.1164309202,6.4584692518,4.7488464416,5.0975761803,6.4940441773,8.7923041648
Salt051,IRRI,2012,DS,R2,116.9211299288,93.2742242566,12.7412403493,3.8745304834,6.0136057122,5.6848499834,5.510177663,7.7671349806
Salt052,IRRI,2012,DS,R2,92.7180802382,107.856361966,13.3296462255,5.6739196285,5.9156332117,5.8184182283,7.0787526093,6.8320976495
Salt053,IRRI,2012,DS,R2,101.3476590661,91.3367871411,13.4448543749,6.2114587023,3.2900538081,4.5420066638,5.3206354142,8.4608298862
Salt054,IRRI,2012,DS,R2,100.1600499741,102.3180173998,11.7918071265,3.795238369,5.0217793434,3.7654389915,4.4610264306,9.2925729184
Salt055,IRRI,2012,DS,R2,95.9605272412,94.1121457001,14.3226395358,4.441621108,3.7008724222,3.779226091,5.5781717539,7.2518721753
Salt056,IRRI,2012,DS,R2,87.9151981802,111.3869696571,11.4428456603,4.3959719143,3.8117218444,5.1582429091,7.0024634154,8.2166651433
Salt057,IRRI,2012,DS,R2,99.5952822884,100.234137591,13.4647103261,5.0862364892,4.8828294064,6.3630916805,3.7689461705,8.0823627622
Salt058,IRRI,2012,DS,R2,114.9890114263,109.8889036959,13.0821496355,3.9513547784,4.2987759763,5.4206897499,5.498738624,7.4585719057
Salt059,IRRI,2012,DS,R2,95.4990658439,83.3401995815,11.9221441101,4.4721125987,5.9925766675,5.0880469322,5.5955172797,7.8545362126
Salt060,IRRI,2012,DS,R2,89.918885694,109.1138915218,10.2268286583,4.5218528164,5.3552699904,6.1384526428,5.2312804631,8.6702305051
Salt061,IRRI,2012,DS,R2,110.1564603049,91.4876046525,10.6448014776,4.3754623654,3.4619658382,5.7739135724,2.9115010728,8.7251604003
Salt062,IRRI,2012,DS,R2,76.7979247805,108.8155548289,13.2075511828,3.675433174,1.7568414812,4.2907989001,6.1272904045,7.9255473806
Salt063,IRRI,2012,DS,R2,109.8878770563,88.6132095927,13.0137768134,4.9348619793,4.6777939279,4.8214300393,4.7048230342,9.3773684351
Salt064,IRRI,2012,DS,R2,99.1030745104,116.1570752273,11.8820591251,6.2595156995,4.8955113389,5.7566412135,5.3659070844,8.2362714059
Salt065,IRRI,2012,DS,R2,96.8633440104,88.5052265583,13.0228610558,4.8426373905,2.5024174715,4.7281946908,3.2835897048,9.6502140109
Salt066,IRRI,2012,DS,R2,106.0954225358,113.6480238432,12.5954652686,4.5034430109,4.5901778297,4.1080589783,4.7231633476,8.6616752247
Salt067,IRRI,2012,DS,R2,91.1522308111,92.3128396814,12.797352215,4.8986988536,3.6305408355,5.4653882494,2.8801913611,7.9494868645
Salt068,IRRI,2012,DS,R2,106.6727078921,107.7704027774,11.9319726418,4.3920437092,4.9264784159,4.9515903514,6.4673965127,8.6268780117
Salt069,IRRI,2012,DS,R2,97.5608871077,119.7765394737,12.357008519,4.2781322441,4.6662248576,5.8853148991,3.6203736341,8.8080944585
Salt070,IRRI,2012,DS,R2,85.1679709469,109.1348703501,12.1609789438,6.2720224995,3.2529901553,4.508394505,4.6602767361,8.3020590941
Salt071,IRRI,2012,DS,R2,83.9607459882,97.9410941923,10.2999232472,3.7492081098,5.8913858375,5.7524228925,4.7559976028,10.0345636691
Salt072,IRRI,2012,DS,R2,106.89686129,109.3038153502,12.0403264012,3.745550094,5.3116579748,5.7121351232,3.4784074477,7.8255012261
Salt073,IRRI,2012,DS,R2,108.2678980237,111.5470260306,11.8423054036,6.4631419608,4.4356678781,5.3732589334,4.6695903092,7.1688053951
Salt074,IRRI,2012,DS,R2,95.5244243071,106.5171522605,11.696904514,5.477634933,4.0162704451,5.2942006544,6.4443717781,8.3120013081
Salt075,IRRI,2012,DS,R2,91.3202436693,106.0415220667,10.6791056979,5.2333922958,4.7958534315,5.4349494712,3.2839931948,8.5884652005
Salt076,IRRI,2012,DS,R2,98.2430222815,112.8405922833,11.8807898609,5.7190139695,3.8934939566,6.0067347649,2.9357021753,8.3729988141
Salt077,IRRI,2012,DS,R2,101.8154768991,110.0063526242,9.1457676886,4.9036601463,2.9023804041,6.4471822197,5.4060971393,9.3441279621
Salt078,IRRI,2012,DS,R2,109.787595106,93.9544091153,11.9474779316,3.8122836017,1.6076007381,4.5372541386,5.0943812527,7.9301863511
Salt079,IRRI,2012,DS,R2,92.343127804,78.1983689081,13.7283245669,4.6963071772,5.3810719337,4.9360652424,3.5426183575,9.6366965197
Salt080,IRRI,2012,DS,R2,88.222580997,86.466571555,11.7572548201,5.407622951,6.2758727632,5.9990932088,5.9962539836,6.6880634629
Salt081,IRRI,2012,DS,R2,95.809609083,83.7708199185,13.1483178217,5.8406364173,6.1466326949,6.8680814491,4.8446860436,6.9436038411
Salt082,IRRI,2012,DS,R2,110.9577280937,119.1748661796,11.1443474908,4.7072840926,4.745402861,5.1665486978,3.878987172,9.3757903833
Salt083,IRRI,2012,DS,R2,94.1382050101,90.0884137978,10.1962710048,4.7442165504,4.8735182921,3.6124645002,6.5206371257,6.0103607582
Salt084,IRRI,2012,DS,R2,113.2024990482,105.5680079275,12.2327203275,3.9201697123,6.3682251306,4.5685452989,4.3723947306,7.7073022477
Salt085,IRRI,2012,DS,R2,109.1460907645,93.2717190077,10.3524920499,6.0815128261,5.6539998295,5.004965293,4.7069371426,9.2743816351
Salt086,IRRI,2012,DS,R2,105.456556114,87.1270758134,12.2233027994,3.9199029681,3.7930059728,5.4269624455,4.8834134252,9.8306387214
Salt087,IRRI,2012,DS,R2,95.2015458105,95.1425717832,13.5997081064,5.0420877027,4.8089718618,3.4402538504,4.6525864341,6.4910653734
Salt088,IRRI,2012,DS,R2,104.4865116694,101.4093199715,11.1652435244,3.4816150776,4.8823660089,5.3908747759,3.8035916341,8.8604825888
Salt089,IRRI,2012,DS,R2,93.7497603444,113.9664418451,10.2635422078,5.6190149642,5.4190439429,4.4447426508,5.7793549917,9.8054984848
Salt090,IRRI,2012,DS,R2,92.5615271478,85.2490283039,12.0209944834,4.1137027565,3.713511369,4.4472357524,4.8637862601,7.7887082194
Salt091,IRRI,2012,DS,R2,91.685226833,115.7086233051,12.0450101585,4.2119367367,3.9031988411,4.653874695,5.4189566402,8.9417208051
Salt092,IRRI,2012,DS,R2,104.2929831687,88.1038782345,12.9723343907,4.6148612197,3.3245459812,4.3407993244,5.4363656058,7.1877682889
Salt093,IRRI,2012,DS,R2,111.3225749397,104.5026882179,13.3867462016,5.320341595,3.8749642577,3.7327105944,5.4057104907,6.9703959644
Salt094,IRRI,2012,DS,R2,88.1889820536,108.8259841808,13.4071456124,4.9914783409,3.4074553768,7.0518873573,6.652003732,8.4295193247
Salt095,IRRI,2012,DS,R2,97.10795352,103.4236256151,12.5741295026,5.2200400855,6.6719085522,4.7443104538,3.9340610101,7.9889551534
Salt096,IRRI,2012,DS,R2,111.9470791974,94.9919424509,11.0840966069,5.2012488745,4.6284846258,5.2451404889,4.1090234227,6.2803884145
Salt097,IRRI,2012,DS,R2,102.2486858652,108.2235907274,12.6704131886,2.438022396,6.8392966616,7.3643468125,5.296335132,9.046658207
Salt098,IRRI,2012,DS,R2,93.3363573999,81.3458577171,13.9046512022,5.1100105385,5.40491806,4.8570350787,6.1429788237,9.0602843019
Salt099,IRRI,2012,DS,R2,103.3314356394,98.1752889388,14.2532869172,3.7016526602,4.276342523,5.7007984944,6.5023137226,6.3007798318
Salt100,IRRI,2012,DS,R2,89.7323255384,102.5357371431,11.9318474905,5.4931051439,5.5336283226,4.358457873,3.4766299002,7.3249162961
Salt101,IRRI,2012,DS,R2,90.4599949702,78.6292699471,13.3126205581,4.4514382358,5.4526228315,5.8604438931,6.3681828586,6.3548796135
Salt102,IRRI,2012,DS,R2,86.5244926626,97.1129834266,11.6247411488,6.5852253537,5.0113328991,4.8288911053,7.3717553306,6.9856745727
Salt103,IRRI,2012,DS,R2,98.1392055775,94.4771946813,10.4748737816,6.1657027317,4.4648079971,4.1891934371,5.4794929712,7.5742721171
Salt104,IRRI,2012,DS,R2,112.8050521981,95.8120272279,11.7750177524,4.7918897341,4.3994861792,5.8007237737,4.5623171578,9.1237280666
Salt105,IRRI,2012,DS,R2,80.6764309086,109.2883693826,9.1822661872,5.5218716838,3.1319369264,5.6866629999,5.9023982158,8.4155792373
Salt106,IRRI,2012,DS,R2,83.9865673482,119.7464686077,11.6024579412,4.961326398,4.7128996334,5.2783534507,5.4869948295,7.4281838539
Salt107,IRRI,2012,DS,R2,114.9028823728,96.5190436615,11.4783099862,3.7686233825,6.1346363812,3.3803985997,7.340653657,7.6255283251
Salt108,IRRI,2012,DS,R2,101.5017074642,111.0104368633,12.7603407653,5.3894610573,5.2936626622,4.550364725,3.6660649832,7.681416476
Salt109,IRRI,2012,DS,R2,109.09760888,92.8058167378,12.812662967,4.7136295914,3.9913117325,7.0867985406,4.4204641693,9.1254913332
Salt110,IRRI,2012,DS,R2,105.6260372411,103.4938880531,11.9552681896,4.0346652926,5.3088282425,5.7969550137,5.5934542455,8.8215981299
Salt111,IRRI,2012,DS,R2,110.9914058633,89.2573923983,12.0797720398,4.8572106437,4.944690711,5.1319483392,4.4420249832,10.0789288508
Salt112,IRRI,2012,DS,R2,93.3178723077,104.7643939569,10.3031313485,6.0060901211,5.3733441684,4.7648281415,3.14100854,7.3675147013
Salt113,IRRI,2012,DS,R2,93.4678370618,88.0762368236,11.4527903229,6.1561209824,3.7657044612,5.7305499132,4.7733194374,8.749747605
Salt114,IRRI,2012,DS,R2,92.9653993516,107.3748062024,11.6655605528,5.120867355,3.4273155911,5.9165127604,4.7161502519,8.1881871044
Salt115,IRRI,2012,DS,R2,95.2896530115,108.4455377273,12.8111042341,6.2383862348,5.4056165179,5.10635884,4.3867652403,7.877019685
Salt116,IRRI,2012,DS,R2,91.538735287,110.2893759484,10.1452114464,5.5756270943,4.6525054,5.3373157531,3.8833161492,8.5481105602
Salt117,IRRI,2012,DS,R2,109.4826307293,111.7909876523,11.3034962865,3.6810112562,6.8110412344,6.3852522024,4.4315211348,8.4104439228
Salt118,IRRI,2012,DS,R2,97.7652233634,93.5835649752,10.0617549746,4.0853526096,4.8860627277,5.8351038522,3.4054291028,7.3840633803
Salt119,IRRI,2012,DS,R2,102.1515156659,102.3481982529,12.9268903601,6.0263779353,3.6490035422,3.6448750228,3.9669145844,8.0557178657
Salt120,IRRI,2012,DS,R2,93.2792944312,111.8762183468,11.5284245022,4.3655182029,4.3774541044,5.4438048106,3.9547444087,9.072049367
Salt121,IRRI,2012,DS,R2,98.1588051629,113.0046314829,13.569871512,4.1751196999,4.0183051398,4.7081028513,6.6343085697,8.1380901301
Salt122,IRRI,2012,DS,R2,83.2758669488,102.1266800889,11.9350035839,6.5258540852,6.5220482082,4.9375528815,5.1950348609,8.2330487085
Salt123,IRRI,2012,DS,R2,104.1786945164,107.532634255,14.0144476119,6.0146107774,5.5192918177,5.3340842582,4.5934279393,8.661207715
Salt124,IRRI,2012,DS,R2,100.4672710317,91.6393897093,10.7779953621,3.8253957584,5.4968013274,5.0639267424,2.6707960799,7.5922128768
Salt125,IRRI,2012,DS,R2,117.6467891046,98.398367433,12.9688552368,5.4168002869,5.4891030164,3.5146171866,4.4925116334,9.3763132801
Salt126,IRRI,2012,DS,R2,81.0649588143,99.0181484186,12.6758426972,5.595741117,3.7447583922,5.4932572748,5.4399854528,8.3549608248
Salt127,IRRI,2012,DS,R2,101.2748159538,100.4503178478,13.595800279,5.2152228376,2.6015889685,7.1535065487,5.6974758519,10.3112222452
Salt128,IRRI,2012,DS,R2,110.9760959819,96.2903108881,9.8154465764,4.6272418663,5.7886168376,4.9786584778,3.4313386942,9.0002015707
Salt129,IRRI,2012,DS,R2,93.8570209389,95.1615133038,13.4317496745,5.5921002308,4.8858605511,4.6172694358,5.1271707203,9.1851992293
Salt130,IRRI,2012,DS,R2,106.6469243005,107.5070971016,13.4527289369,4.6102382536,6.2393782139,5.1650340877,6.8690842767,7.3281532126
Salt131,IRRI,2012,DS,R2,109.7883712388,111.3595155489,12.8426704678,7.0793572368,5.9639270773,3.6693755654,5.5596321595,8.508408092
Salt132,IRRI,2012,DS,R2,97.6538007753,95.9689337882,12.0630488437,6.6500459525,4.3996558895,4.3908358011,5.7709898,6.2920132517
Salt133,IRRI,2012,DS,R2,91.1247490189,86.9500659298,12.6929612456,5.7506997844,6.8211512201,5.0244146425,5.9773663424,6.7675326304
Salt134,IRRI,2012,DS,R2,101.6546962878,104.4237681368,11.4328287033,4.3105225227,3.6877482669,5.8185778269,5.1245456954,8.2144749794
Salt135,IRRI,2012,DS,R2,107.3602520471,91.5573275543,12.019352263,6.614092719,3.6832619312,4.4993636845,5.9599118189,7.6053347534
Salt136,IRRI,2012,DS,R2,93.6694805953,113.3987471832,9.7626096395,5.1906227682,3.2249618197,6.455887948,2.8728845352,7.9489271877
Salt137,IRRI,2012,DS,R2,89.1986153096,98.0742176138,11.9970469893,5.1852519886,4.8203355039,4.5068880297,5.2946404332,9.7777965858
Salt138,IRRI,2012,DS,R2,108.7263775471,101.1528569932,12.4608700509,6.3626583547,4.919047253,5.2845064139,2.6301782075,8.8839024546
Salt139,IRRI,2012,DS,R2,126.4020263905,107.8371199349,11.1330649534,4.4477352757,5.9926501229,4.4734579788,4.4839029832,8.396480797
Salt140,IRRI,2012,DS,R2,120.9597364028,96.134385145,12.2679139253,4.7010983703,3.6169561155,4.2902663197,5.1272901633,7.7516236929
Salt141,IRRI,2012,DS,R2,106.0093498815,115.4593187266,12.6451509842,4.7804777553,3.3816119233,4.827805162,5.8495762107,6.7662285938
Salt142,IRRI,2012,DS,R2,105.2527560185,88.9000075216,11.7815927694,5.1568410092,6.1139033182,5.7243689976,5.1618311231,9.0617591496
Salt143,IRRI,2012,DS,R2,99.1118696125,110.4201350165,10.909809066,5.7889975764,7.1996751411,6.4459722205,4.5395624147,9.2770404259
Salt144,IRRI,2012,DS,R2,126.2728384555,83.9053350863,12.4960491683,3.6750416801,5.6142328173,5.2382029481,6.1907710255,7.0965285717
Salt145,IRRI,2012,DS,R2,85.5607705308,111.0296231546,11.1435647564,6.8381098732,4.8817099962,5.273374326,5.5185299875,7.2566776494
Salt146,IRRI,2012,DS,R2,111.5710835516,106.9596926262,11.4462369926,5.4916594462,4.1558133133,3.9999763695,4.0511228192,8.9345437426
Salt147,IRRI,2012,DS,R2,95.4069055123,94.9975581569,10.2640654154,4.9121296294,4.264306098,3.3246666481,5.9255131917,7.861083725
Salt148,IRRI,2012,DS,R2,106.1065450125,103.8511085582,12.2120266262,4.3228472772,5.5680540015,4.3012534761,4.7564419331,7.6668059152
Salt149,IRRI,2012,DS,R2,85.9922365341,100.2890410511,12.9538082708,3.8280546516,3.8518989475,5.2978627673,6.0423075431,9.7603278004
Salt150,IRRI,2012,DS,R2,112.9212893837,88.807859714,12.1207809324,4.9848526457,6.789936504,4.9722863868,4.2672623878,9.4429358009
Salt151,IRRI,2012,DS,R2,100.6300382725,108.2192191514,11.0002929623,5.4485725722,2.2670751885,4.2318252048,4.9719020181,9.0023710008
